FIPS_Code,State,Area_Name,Median_Household_Income_2022
28009,MS,"Benton County, MS",43247
28011,MS,"Bolivar County, MS",39984
28013,MS,"Calhoun County, MS",44172
28015,MS,"Carroll County, MS",49397
28017,MS,"Chickasaw County, MS",43776
28019,MS,"Choctaw County, MS",49225
28021,MS,"Claiborne County, MS",35591
28023,MS,"Clarke County, MS",46524
28025,MS,"Clay County, MS",43451
28027,MS,"Coahoma County, MS",36071
28029,MS,"Copiah County, MS",43308
28031,MS,"Covington County, MS",46630
28033,MS,"DeSoto County, MS",79967
28035,MS,"Forrest County, MS",51344
28037,MS,"Franklin County, MS",47165
28039,MS,"George County, MS",61956
28041,MS,"Greene County, MS",52585
28043,MS,"Grenada County, MS",46718
28045,MS,"Hancock County, MS",59874
28047,MS,"Harrison County, MS",55916
28049,MS,"Hinds County, MS",47479
28051,MS,"Holmes County, MS",31972
28053,MS,"Humphreys County, MS",33148
28055,MS,"Issaquena County, MS",36922
28057,MS,"Itawamba County, MS",56484
28059,MS,"Jackson County, MS",61515
28061,MS,"Jasper County, MS",44810
28063,MS,"Jefferson County, MS",33852
28065,MS,"Jefferson Davis County, MS",36642
28067,MS,"Jones County, MS",58000
28069,MS,"Kemper County, MS",39856
28071,MS,"Lafayette County, MS",61736
28073,MS,"Lamar County, MS",62326
28075,MS,"Lauderdale County, MS",49351
28077,MS,"Lawrence County, MS",46407
28079,MS,"Leake County, MS",46429
28081,MS,"Lee County, MS",58266
28083,MS,"Leflore County, MS",35520
28085,MS,"Lincoln County, MS",48596
28087,MS,"Lowndes County, MS",49344
28089,MS,"Madison County, MS",80641
28091,MS,"Marion County, MS",44129
28093,MS,"Marshall County, MS",52162
28095,MS,"Monroe County, MS",51754
28097,MS,"Montgomery County, MS",42195
28099,MS,"Neshoba County, MS",50331
28101,MS,"Newton County, MS",47320
28103,MS,"Noxubee County, MS",36608
28105,MS,"Oktibbeha County, MS",47284
28107,MS,"Panola County, MS",40595
28109,MS,"Pearl River County, MS",55830
28111,MS,"Perry County, MS",45071
28113,MS,"Pike County, MS",40945
28115,MS,"Pontotoc County, MS",51086
28117,MS,"Prentiss County, MS",49217
28119,MS,"Quitman County, MS",40255
28121,MS,"Rankin County, MS",72906
28123,MS,"Scott County, MS",45764
28125,MS,"Sharkey County, MS",36375
28127,MS,"Simpson County, MS",50994
28129,MS,"Smith County, MS",51746
28131,MS,"Stone County, MS",54283
28133,MS,"Sunflower County, MS",38423
28135,MS,"Tallahatchie County, MS",39009
28137,MS,"Tate County, MS",58623
28139,MS,"Tippah County, MS",52635
28141,MS,"Tishomingo County, MS",51652
28143,MS,"Tunica County, MS",37694
28145,MS,"Union County, MS",56050
28147,MS,"Walthall County, MS",40828
28149,MS,"Warren County, MS",52117
28151,MS,"Washington County, MS",39690
28153,MS,"Wayne County, MS",43562
28155,MS,"Webster County, MS",51249
28157,MS,"Wilkinson County, MS",36798
28159,MS,"Winston County, MS",50082
28161,MS,"Yalobusha County, MS",45658
28163,MS,"Yazoo County, MS",39620
29000,MO,Missouri,64783
29001,MO,"Adair County, MO",46433
29003,MO,"Andrew County, MO",72630
29005,MO,"Atchison County, MO",57883
29007,MO,"Audrain County, MO",56305
29009,MO,"Barry County, MO",49968
29011,MO,"Barton County, MO",49857
29013,MO,"Bates County, MO",57291
29015,MO,"Benton County, MO",51473
29017,MO,"Bollinger County, MO",53932
29019,MO,"Boone County, MO",63981
29021,MO,"Buchanan County, MO",56751
29023,MO,"Butler County, MO",44853
29025,MO,"Caldwell County, MO",56660
29027,MO,"Callaway County, MO",72398
29029,MO,"Camden County, MO",63703
29031,MO,"Cape Girardeau County, MO",64118
29033,MO,"Carroll County, MO",56818
29035,MO,"Carter County, MO",42907
29037,MO,"Cass County, MO",77805
29039,MO,"Cedar County, MO",45952
29041,MO,"Chariton County, MO",56633
29043,MO,"Christian County, MO",73616
29045,MO,"Clark County, MO",63249
29047,MO,"Clay County, MO",78930
29049,MO,"Clinton County, MO",68337
29051,MO,"Cole County, MO",70837
29053,MO,"Cooper County, MO",63247
29055,MO,"Crawford County, MO",52536
29057,MO,"Dade County, MO",49386
29059,MO,"Dallas County, MO",49830
29061,MO,"Daviess County, MO",53639
29063,MO,"DeKalb County, MO",66880
29065,MO,"Dent County, MO",52945
29067,MO,"Douglas County, MO",43694
29069,MO,"Dunklin County, MO",39688
29071,MO,"Franklin County, MO",65779
29073,MO,"Gasconade County, MO",59287
29075,MO,"Gentry County, MO",52653
29077,MO,"Greene County, MO",55751
29079,MO,"Grundy County, MO",48457
29081,MO,"Harrison County, MO",51910
29083,MO,"Henry County, MO",54177
29085,MO,"Hickory County, MO",43468
29087,MO,"Holt County, MO",51295
29089,MO,"Howard County, MO",53862
29091,MO,"Howell County, MO",44858
29093,MO,"Iron County, MO",44329
29095,MO,"Jackson County, MO",62509
29097,MO,"Jasper County, MO",53548
29099,MO,"Jefferson County, MO",78297
29101,MO,"Johnson County, MO",60086
29103,MO,"Knox County, MO",49552
29105,MO,"Laclede County, MO",53224
29107,MO,"Lafayette County, MO",70457
29109,MO,"Lawrence County, MO",58031
29111,MO,"Lewis County, MO",57053
29113,MO,"Lincoln County, MO",77913
29115,MO,"Linn County, MO",52831
29117,MO,"Livingston County, MO",56654
29119,MO,"McDonald County, MO",50100
29121,MO,"Macon County, MO",52847
29123,MO,"Madison County, MO",47068
29125,MO,"Maries County, MO",54815
29127,MO,"Marion County, MO",57635
29129,MO,"Mercer County, MO",49715
29131,MO,"Miller County, MO",61711
29133,MO,"Mississippi County, MO",42364
29135,MO,"Moniteau County, MO",64519
29137,MO,"Monroe County, MO",50276
29139,MO,"Montgomery County, MO",56538
29141,MO,"Morgan County, MO",51700
29143,MO,"New Madrid County, MO",48162
29145,MO,"Newton County, MO",57423
29147,MO,"Nodaway County, MO",57507
29149,MO,"Oregon County, MO",45273
29151,MO,"Osage County, MO",69094
29153,MO,"Ozark County, MO",44242
29155,MO,"Pemiscot County, MO",38456
29157,MO,"Perry County, MO",63127
29159,MO,"Pettis County, MO",58827
29161,MO,"Phelps County, MO",54740
29163,MO,"Pike County, MO",59081
29165,MO,"Platte County, MO",93925
29167,MO,"Polk County, MO",53693
29169,MO,"Pulaski County, MO",61718
29171,MO,"Putnam County, MO",49532
29173,MO,"Ralls County, MO",65016
29175,MO,"Randolph County, MO",48762
29177,MO,"Ray County, MO",70506
29179,MO,"Reynolds County, MO",44409
29181,MO,"Ripley County, MO",41587
29183,MO,"St. Charles County, MO",98925
29185,MO,"St. Clair County, MO",45174
29186,MO,"Ste. Genevieve County, MO",63786
29187,MO,"St. Francois County, MO",48574
29189,MO,"St. Louis County, MO",79609
29195,MO,"Saline County, MO",54623
29197,MO,"Schuyler County, MO",49508
29199,MO,"Scotland County, MO",54961
29201,MO,"Scott County, MO",57678
29203,MO,"Shannon County, MO",39671
29205,MO,"Shelby County, MO",54264
29207,MO,"Stoddard County, MO",53391
29209,MO,"Stone County, MO",56418
29211,MO,"Sullivan County, MO",52384
29213,MO,"Taney County, MO",53009
29215,MO,"Texas County, MO",46622
29217,MO,"Vernon County, MO",51900
29219,MO,"Warren County, MO",74355
29221,MO,"Washington County, MO",47636
29223,MO,"Wayne County, MO",41724
29225,MO,"Webster County, MO",59784
29227,MO,"Worth County, MO",48397
29229,MO,"Wright County, MO",45017
29510,MO,"St. Louis city, MO",52278
30000,MT,Montana,67915
30001,MT,"Beaverhead County, MT",57497
30003,MT,"Big Horn County, MT",49113
30005,MT,"Blaine County, MT",53577
30007,MT,"Broadwater County, MT",67927
30009,MT,"Carbon County, MT",67062
30011,MT,"Carter County, MT",50597
30013,MT,"Cascade County, MT",59184
30015,MT,"Chouteau County, MT",51137
30017,MT,"Custer County, MT",64743
30019,MT,"Daniels County, MT",57141
30021,MT,"Dawson County, MT",60763
30023,MT,"Deer Lodge County, MT",52848
30025,MT,"Fallon County, MT",65637
30027,MT,"Fergus County, MT",60466
30029,MT,"Flathead County, MT",66395
30031,MT,"Gallatin County, MT",83520
30033,MT,"Garfield County, MT",50762
30035,MT,"Glacier County, MT",46270
30037,MT,"Golden Valley County, MT",45622
30039,MT,"Granite County, MT",58186
30041,MT,"Hill County, MT",50518
30043,MT,"Jefferson County, MT",83697
30045,MT,"Judith Basin County, MT",60677
30047,MT,"Lake County, MT",57225
30049,MT,"Lewis and Clark County, MT",72491
30051,MT,"Liberty County, MT",53601
30053,MT,"Lincoln County, MT",48432
30055,MT,"McCone County, MT",59086
30057,MT,"Madison County, MT",72487
30059,MT,"Meagher County, MT",53724
30061,MT,"Mineral County, MT",55979
30063,MT,"Missoula County, MT",68210
30065,MT,"Musselshell County, MT",55291
30067,MT,"Park County, MT",68594
30069,MT,"Petroleum County, MT",48991
30071,MT,"Phillips County, MT",56043
30073,MT,"Pondera County, MT",51057
30075,MT,"Powder River County, MT",54102
30077,MT,"Powell County, MT",60350
30079,MT,"Prairie County, MT",49838
30081,MT,"Ravalli County, MT",65789
30083,MT,"Richland County, MT",72974
30085,MT,"Roosevelt County, MT",48712
30087,MT,"Rosebud County, MT",64003
30089,MT,"Sanders County, MT",47976
30091,MT,"Sheridan County, MT",62982
30093,MT,"Silver Bow County, MT",58898
30095,MT,"Stillwater County, MT",81147
30097,MT,"Sweet Grass County, MT",68006
30099,MT,"Teton County, MT",57054
30101,MT,"Toole County, MT",49850
30103,MT,"Treasure County, MT",60454
30105,MT,"Valley County, MT",79703
30107,MT,"Wheatland County, MT",44002
30109,MT,"Wibaux County, MT",56317
30111,MT,"Yellowstone County, MT",78216
31000,NE,Nebraska,69828
31001,NE,"Adams County, NE",64212
31003,NE,"Antelope County, NE",63250
31005,NE,"Arthur County, NE",57018
31007,NE,"Banner County, NE",66584
31009,NE,"Blaine County, NE",54936
31011,NE,"Boone County, NE",68533
31013,NE,"Box Butte County, NE",66762
31015,NE,"Boyd County, NE",54443
31017,NE,"Brown County, NE",55394
31019,NE,"Buffalo County, NE",67809
31021,NE,"Burt County, NE",58125
31023,NE,"Butler County, NE",76417
31025,NE,"Cass County, NE",93195
31027,NE,"Cedar County, NE",69033
31029,NE,"Chase County, NE",64985
31031,NE,"Cherry County, NE",58017
31033,NE,"Cheyenne County, NE",56604
31035,NE,"Clay County, NE",64251
31037,NE,"Colfax County, NE",69549
31039,NE,"Cuming County, NE",65809
31041,NE,"Custer County, NE",60328
31043,NE,"Dakota County, NE",65986
31045,NE,"Dawes County, NE",52621
31047,NE,"Dawson County, NE",62089
31049,NE,"Deuel County, NE",56099
31051,NE,"Dixon County, NE",61144
31053,NE,"Dodge County, NE",68267
31055,NE,"Douglas County, NE",74424
31057,NE,"Dundy County, NE",58441
31059,NE,"Fillmore County, NE",68532
31061,NE,"Franklin County, NE",59400
31063,NE,"Frontier County, NE",58241
31065,NE,"Furnas County, NE",54213
31067,NE,"Gage County, NE",64406
31069,NE,"Garden County, NE",51734
31071,NE,"Garfield County, NE",51530
31073,NE,"Gosper County, NE",67697
31075,NE,"Grant County, NE",63469
31077,NE,"Greeley County, NE",58561
31079,NE,"Hall County, NE",66277
31081,NE,"Hamilton County, NE",75369
31083,NE,"Harlan County, NE",62104
31085,NE,"Hayes County, NE",60141
31087,NE,"Hitchcock County, NE",54488
31089,NE,"Holt County, NE",60502
31091,NE,"Hooker County, NE",53537
31093,NE,"Howard County, NE",69423
31095,NE,"Jefferson County, NE",59478
31097,NE,"Johnson County, NE",60549
31099,NE,"Kearney County, NE",74686
31101,NE,"Keith County, NE",60608
31103,NE,"Keya Paha County, NE",51579
31105,NE,"Kimball County, NE",55797
31107,NE,"Knox County, NE",54880
31109,NE,"Lancaster County, NE",68358
31111,NE,"Lincoln County, NE",62442
31113,NE,"Logan County, NE",68723
31115,NE,"Loup County, NE",60487
31117,NE,"McPherson County, NE",52774
31119,NE,"Madison County, NE",63482
31121,NE,"Merrick County, NE",68754
31123,NE,"Morrill County, NE",58889
31125,NE,"Nance County, NE",62863
31127,NE,"Nemaha County, NE",61933
31129,NE,"Nuckolls County, NE",57278
31131,NE,"Otoe County, NE",70433
31133,NE,"Pawnee County, NE",55584
31135,NE,"Perkins County, NE",67296
31137,NE,"Phelps County, NE",66287
31139,NE,"Pierce County, NE",70906
31141,NE,"Platte County, NE",67132
31143,NE,"Polk County, NE",70813
31145,NE,"Red Willow County, NE",60108
31147,NE,"Richardson County, NE",56121
31149,NE,"Rock County, NE",55648
31151,NE,"Saline County, NE",72948
31153,NE,"Sarpy County, NE",98619
31155,NE,"Saunders County, NE",86179
31157,NE,"Scotts Bluff County, NE",56853
31159,NE,"Seward County, NE",77778
31161,NE,"Sheridan County, NE",55388
31163,NE,"Sherman County, NE",58456
31165,NE,"Sioux County, NE",60806
31167,NE,"Stanton County, NE",75068
31169,NE,"Thayer County, NE",61125
31171,NE,"Thomas County, NE",58818
31173,NE,"Thurston County, NE",57129
31175,NE,"Valley County, NE",55050
31177,NE,"Washington County, NE",87368
31179,NE,"Wayne County, NE",65664
31181,NE,"Webster County, NE",62679
31183,NE,"Wheeler County, NE",55951
31185,NE,"York County, NE",68440
32000,NV,Nevada,72348
32001,NV,"Churchill County, NV",70149
32003,NV,"Clark County, NV",70838
32005,NV,"Douglas County, NV",91960
32007,NV,"Elko County, NV",88757
32009,NV,"Esmeralda County, NV",57501
32011,NV,"Eureka County, NV",80291
32013,NV,"Humboldt County, NV",80255
32015,NV,"Lander County, NV",90190
32017,NV,"Lincoln County, NV",63978
32019,NV,"Lyon County, NV",74741
32021,NV,"Mineral County, NV",55704
32023,NV,"Nye County, NV",51933
32027,NV,"Pershing County, NV",65315
32029,NV,"Storey County, NV",90171
32031,NV,"Washoe County, NV",80245
32033,NV,"White Pine County, NV",67639
32510,NV,"Carson City, NV",62859
33000,NH,New Hampshire,90750
33001,NH,"Belknap County, NH",77531
33003,NH,"Carroll County, NH",71981
33005,NH,"Cheshire County, NH",76227
33007,NH,"Coos County, NH",52292
33009,NH,"Grafton County, NH",81205
33011,NH,"Hillsborough County, NH",96415
33013,NH,"Merrimack County, NH",84898
33015,NH,"Rockingham County, NH",107445
33017,NH,"Strafford County, NH",82845
33019,NH,"Sullivan County, NH",74700
34000,NJ,New Jersey,96341
34001,NJ,"Atlantic County, NJ",76108
34003,NJ,"Bergen County, NJ",113885
34005,NJ,"Burlington County, NJ",100188
34007,NJ,"Camden County, NJ",81372
34009,NJ,"Cape May County, NJ",80845
34011,NJ,"Cumberland County, NJ",60892
34013,NJ,"Essex County, NJ",74747
34015,NJ,"Gloucester County, NJ",97851
34017,NJ,"Hudson County, NJ",82361
34019,NJ,"Hunterdon County, NJ",137334
34021,NJ,"Mercer County, NJ",94832
34023,NJ,"Middlesex County, NJ",102073
34025,NJ,"Monmouth County, NJ",117699
34027,NJ,"Morris County, NJ",131562
34029,NJ,"Ocean County, NJ",81152
34031,NJ,"Passaic County, NJ",78779
34033,NJ,"Salem County, NJ",76005
34035,NJ,"Somerset County, NJ",134735
34037,NJ,"Sussex County, NJ",111308
34039,NJ,"Union County, NJ",96483
34041,NJ,"Warren County, NJ",97729
35000,NM,New Mexico,59842
35001,NM,"Bernalillo County, NM",65034
35003,NM,"Catron County, NM",44247
35005,NM,"Chaves County, NM",47855
35006,NM,"Cibola County, NM",45674
35007,NM,"Colfax County, NM",49966
35009,NM,"Curry County, NM",52463
35011,NM,"De Baca County, NM",45208
35013,NM,"Dona Ana County, NM",52011
35015,NM,"Eddy County, NM",65063
35017,NM,"Grant County, NM",47099
35019,NM,"Guadalupe County, NM",43862
35021,NM,"Harding County, NM",45217
35023,NM,"Hidalgo County, NM",43610
35025,NM,"Lea County, NM",59194
35027,NM,"Lincoln County, NM",54344
35028,NM,"Los Alamos County, NM",139217
35029,NM,"Luna County, NM",38796
35031,NM,"McKinley County, NM",43720
35033,NM,"Mora County, NM",45155
35035,NM,"Otero County, NM",52787
35037,NM,"Quay County, NM",39885
35039,NM,"Rio Arriba County, NM",56353
35041,NM,"Roosevelt County, NM",47854
35043,NM,"Sandoval County, NM",82862
35045,NM,"San Juan County, NM",51898
35047,NM,"San Miguel County, NM",47675
35049,NM,"Santa Fe County, NM",72836
35051,NM,"Sierra County, NM",40420
35053,NM,"Socorro County, NM",42280
35055,NM,"Taos County, NM",48462
35057,NM,"Torrance County, NM",48322
35059,NM,"Union County, NM",48545
35061,NM,"Valencia County, NM",53275
36000,NY,New York,79463
36001,NY,"Albany County, NY",76997
36003,NY,"Allegany County, NY",55466
36005,NY,"Bronx County, NY",45864
36007,NY,"Broome County, NY",60533
36009,NY,"Cattaraugus County, NY",52383
36011,NY,"Cayuga County, NY",64129
36013,NY,"Chautauqua County, NY",55644
36015,NY,"Chemung County, NY",56664
36017,NY,"Chenango County, NY",60755
36019,NY,"Clinton County, NY",65272
36021,NY,"Columbia County, NY",83533
36023,NY,"Cortland County, NY",58274
36025,NY,"Delaware County, NY",61424
36027,NY,"Dutchess County, NY",90740
36029,NY,"Erie County, NY",69888
36031,NY,"Essex County, NY",62376
36033,NY,"Franklin County, NY",59192
36035,NY,"Fulton County, NY",61512
36037,NY,"Genesee County, NY",68973
36039,NY,"Greene County, NY",71433
36041,NY,"Hamilton County, NY",62149
36043,NY,"Herkimer County, NY",62197
36045,NY,"Jefferson County, NY",58763
36047,NY,"Kings County, NY",73244
36049,NY,"Lewis County, NY",64452
36051,NY,"Livingston County, NY",75077
36053,NY,"Madison County, NY",69851
36055,NY,"Monroe County, NY",68169
36057,NY,"Montgomery County, NY",58176
36059,NY,"Nassau County, NY",135528
36061,NY,"New York County, NY",95514
36063,NY,"Niagara County, NY",63565
36065,NY,"Oneida County, NY",63894
36067,NY,"Onondaga County, NY",70939
36069,NY,"Ontario County, NY",76601
36071,NY,"Orange County, NY",88532
36073,NY,"Orleans County, NY",62900
36075,NY,"Oswego County, NY",59335
36077,NY,"Otsego County, NY",68962
36079,NY,"Putnam County, NY",112167
36081,NY,"Queens County, NY",80180
36083,NY,"Rensselaer County, NY",80040
36085,NY,"Richmond County, NY",91582
36087,NY,"Rockland County, NY",99839
36089,NY,"St. Lawrence County, NY",59451
36091,NY,"Saratoga County, NY",93341
36093,NY,"Schenectady County, NY",74206
36095,NY,"Schoharie County, NY",67975
36097,NY,"Schuyler County, NY",63233
36099,NY,"Seneca County, NY",65354
36101,NY,"Steuben County, NY",60558
36103,NY,"Suffolk County, NY",119253
36105,NY,"Sullivan County, NY",63733
36107,NY,"Tioga County, NY",76197
36109,NY,"Tompkins County, NY",72025
36111,NY,"Ulster County, NY",79340
36113,NY,"Warren County, NY",69849
36115,NY,"Washington County, NY",67013
36117,NY,"Wayne County, NY",70917
36119,NY,"Westchester County, NY",108037
36121,NY,"Wyoming County, NY",65526
36123,NY,"Yates County, NY",62637
37000,NC,North Carolina,67516
37001,NC,"Alamance County, NC",61034
37003,NC,"Alexander County, NC",67717
37005,NC,"Alleghany County, NC",49524
37007,NC,"Anson County, NC",48284
37009,NC,"Ashe County, NC",54379
37011,NC,"Avery County, NC",53894
37013,NC,"Beaufort County, NC",54415
37015,NC,"Bertie County, NC",44434
37017,NC,"Bladen County, NC",46002
37019,NC,"Brunswick County, NC",73536
37021,NC,"Buncombe County, NC",67906
37023,NC,"Burke County, NC",60629
37025,NC,"Cabarrus County, NC",79649
37027,NC,"Caldwell County, NC",53586
37029,NC,"Camden County, NC",82620
37031,NC,"Carteret County, NC",67806
37033,NC,"Caswell County, NC",54215
37035,NC,"Catawba County, NC",63934
37037,NC,"Chatham County, NC",84516
37039,NC,"Cherokee County, NC",51607
37041,NC,"Chowan County, NC",55818
37043,NC,"Clay County, NC",57698
37045,NC,"Cleveland County, NC",53170
37047,NC,"Columbus County, NC",45379
37049,NC,"Craven County, NC",63076
37051,NC,"Cumberland County, NC",58013
37053,NC,"Currituck County, NC",76217
37055,NC,"Dare County, NC",82052
37057,NC,"Davidson County, NC",63590
37059,NC,"Davie County, NC",63436
37061,NC,"Duplin County, NC",51270
37063,NC,"Durham County, NC",79524
37065,NC,"Edgecombe County, NC",48770
37067,NC,"Forsyth County, NC",62992
37069,NC,"Franklin County, NC",72415
37071,NC,"Gaston County, NC",65430
37073,NC,"Gates County, NC",66561
37075,NC,"Graham County, NC",50301
37077,NC,"Granville County, NC",74120
37079,NC,"Greene County, NC",49992
37081,NC,"Guilford County, NC",63822
37083,NC,"Halifax County, NC",44804
37085,NC,"Harnett County, NC",65242
37087,NC,"Haywood County, NC",62374
37089,NC,"Henderson County, NC",65252
37091,NC,"Hertford County, NC",43871
37093,NC,"Hoke County, NC",60903
37095,NC,"Hyde County, NC",48068
37097,NC,"Iredell County, NC",73446
37099,NC,"Jackson County, NC",58491
37101,NC,"Johnston County, NC",80612
37103,NC,"Jones County, NC",56079
37105,NC,"Lee County, NC",58244
37107,NC,"Lenoir County, NC",46410
37109,NC,"Lincoln County, NC",78615
37111,NC,"McDowell County, NC",54042
37113,NC,"Macon County, NC",53832
37115,NC,"Madison County, NC",54137
37117,NC,"Martin County, NC",44445
37119,NC,"Mecklenburg County, NC",80645
37121,NC,"Mitchell County, NC",53555
37123,NC,"Montgomery County, NC",55313
37125,NC,"Moore County, NC",84458
37127,NC,"Nash County, NC",55406
37129,NC,"New Hanover County, NC",70995
37131,NC,"Northampton County, NC",51550
37133,NC,"Onslow County, NC",62190
37135,NC,"Orange County, NC",87780
37137,NC,"Pamlico County, NC",59845
37139,NC,"Pasquotank County, NC",59066
37141,NC,"Pender County, NC",73663
37143,NC,"Perquimans County, NC",60665
37145,NC,"Person County, NC",61302
37147,NC,"Pitt County, NC",57319
37149,NC,"Polk County, NC",61585
37151,NC,"Randolph County, NC",58037
37153,NC,"Richmond County, NC",44383
37155,NC,"Robeson County, NC",39931
37157,NC,"Rockingham County, NC",52494
37159,NC,"Rowan County, NC",61105
37161,NC,"Rutherford County, NC",53485
37163,NC,"Sampson County, NC",52248
37165,NC,"Scotland County, NC",45996
37167,NC,"Stanly County, NC",58642
37169,NC,"Stokes County, NC",56259
37171,NC,"Surry County, NC",49524
37173,NC,"Swain County, NC",55462
37175,NC,"Transylvania County, NC",62173
37177,NC,"Tyrrell County, NC",42514
37179,NC,"Union County, NC",95079
37181,NC,"Vance County, NC",49961
37183,NC,"Wake County, NC",97099
37185,NC,"Warren County, NC",47170
37187,NC,"Washington County, NC",46072
37189,NC,"Watauga County, NC",57888
37191,NC,"Wayne County, NC",55635
37193,NC,"Wilkes County, NC",48229
37195,NC,"Wilson County, NC",51535
37197,NC,"Yadkin County, NC",61464
37199,NC,"Yancey County, NC",54455
38000,ND,North Dakota,73240
38001,ND,"Adams County, ND",57593
38003,ND,"Barnes County, ND",67058
38005,ND,"Benson County, ND",56605
38007,ND,"Billings County, ND",85947
38009,ND,"Bottineau County, ND",69351
38011,ND,"Bowman County, ND",75386
38013,ND,"Burke County, ND",75931
38015,ND,"Burleigh County, ND",83111
38017,ND,"Cass County, ND",70002
38019,ND,"Cavalier County, ND",73221
38021,ND,"Dickey County, ND",56326
38023,ND,"Divide County, ND",70513
38025,ND,"Dunn County, ND",82490
38027,ND,"Eddy County, ND",58848
38029,ND,"Emmons County, ND",60952
38031,ND,"Foster County, ND",83156
38033,ND,"Golden Valley County, ND",64823
38035,ND,"Grand Forks County, ND",64914
38037,ND,"Grant County, ND",43988
38039,ND,"Griggs County, ND",59332
38041,ND,"Hettinger County, ND",66192
38043,ND,"Kidder County, ND",56951
38045,ND,"LaMoure County, ND",77744
38047,ND,"Logan County, ND",60695
38049,ND,"McHenry County, ND",65378
38051,ND,"McIntosh County, ND",57614
38053,ND,"McKenzie County, ND",84206
38055,ND,"McLean County, ND",79935
38057,ND,"Mercer County, ND",90092
38059,ND,"Morton County, ND",75133
38061,ND,"Mountrail County, ND",74094
38063,ND,"Nelson County, ND",59947
38065,ND,"Oliver County, ND",79521
38067,ND,"Pembina County, ND",69141
38069,ND,"Pierce County, ND",59007
38071,ND,"Ramsey County, ND",71307
38073,ND,"Ransom County, ND",76130
38075,ND,"Renville County, ND",71271
38077,ND,"Richland County, ND",74253
38079,ND,"Rolette County, ND",50598
38081,ND,"Sargent County, ND",75325
38083,ND,"Sheridan County, ND",56922
38085,ND,"Sioux County, ND",43721
38087,ND,"Slope County, ND",69249
38089,ND,"Stark County, ND",86963
38091,ND,"Steele County, ND",81081
38093,ND,"Stutsman County, ND",65633
38095,ND,"Towner County, ND",70656
38097,ND,"Traill County, ND",79065
38099,ND,"Walsh County, ND",67249
38101,ND,"Ward County, ND",72091
38103,ND,"Wells County, ND",66294
38105,ND,"Williams County, ND",84145
39000,OH,Ohio,65786
39001,OH,"Adams County, OH",49068
39003,OH,"Allen County, OH",60384
39005,OH,"Ashland County, OH",62037
39007,OH,"Ashtabula County, OH",52468
39009,OH,"Athens County, OH",48265
39011,OH,"Auglaize County, OH",71669
39013,OH,"Belmont County, OH",55573
39015,OH,"Brown County, OH",64034
39017,OH,"Butler County, OH",74841
39019,OH,"Carroll County, OH",62482
39021,OH,"Champaign County, OH",72784
39023,OH,"Clark County, OH",57264
39025,OH,"Clermont County, OH",79492
39027,OH,"Clinton County, OH",65927
39029,OH,"Columbiana County, OH",54167
39031,OH,"Coshocton County, OH",50731
39033,OH,"Crawford County, OH",55912
39035,OH,"Cuyahoga County, OH",60808
39037,OH,"Darke County, OH",65643
39039,OH,"Defiance County, OH",63904
39041,OH,"Delaware County, OH",121528
39043,OH,"Erie County, OH",67925
39045,OH,"Fairfield County, OH",82447
39047,OH,"Fayette County, OH",56901
39049,OH,"Franklin County, OH",69762
39051,OH,"Fulton County, OH",75383
39053,OH,"Gallia County, OH",51449
39055,OH,"Geauga County, OH",101636
39057,OH,"Greene County, OH",82769
39059,OH,"Guernsey County, OH",56004
39061,OH,"Hamilton County, OH",67033
39063,OH,"Hancock County, OH",72658
39065,OH,"Hardin County, OH",58844
39067,OH,"Harrison County, OH",55129
39069,OH,"Henry County, OH",72122
39071,OH,"Highland County, OH",59464
39073,OH,"Hocking County, OH",57353
39075,OH,"Holmes County, OH",75226
39077,OH,"Huron County, OH",61482
39079,OH,"Jackson County, OH",54893
39081,OH,"Jefferson County, OH",54272
39083,OH,"Knox County, OH",68334
39085,OH,"Lake County, OH",76163
39087,OH,"Lawrence County, OH",51062
39089,OH,"Licking County, OH",76596
39091,OH,"Logan County, OH",62449
39093,OH,"Lorain County, OH",67124
39095,OH,"Lucas County, OH",57971
39097,OH,"Madison County, OH",78533
39099,OH,"Mahoning County, OH",54774
39101,OH,"Marion County, OH",59012
39103,OH,"Medina County, OH",89108
39105,OH,"Meigs County, OH",46393
39107,OH,"Mercer County, OH",72077
39109,OH,"Miami County, OH",72887
39111,OH,"Monroe County, OH",56384
39113,OH,"Montgomery County, OH",62794
39115,OH,"Morgan County, OH",58803
39117,OH,"Morrow County, OH",71835
39119,OH,"Muskingum County, OH",58791
39121,OH,"Noble County, OH",57054
39123,OH,"Ottawa County, OH",72780
39125,OH,"Paulding County, OH",66332
39127,OH,"Perry County, OH",60448
39129,OH,"Pickaway County, OH",75916
39131,OH,"Pike County, OH",55029
39133,OH,"Portage County, OH",72965
39135,OH,"Preble County, OH",67605
39137,OH,"Putnam County, OH",81780
39139,OH,"Richland County, OH",54906
39141,OH,"Ross County, OH",60352
39143,OH,"Sandusky County, OH",62473
39145,OH,"Scioto County, OH",48465
39147,OH,"Seneca County, OH",63221
39149,OH,"Shelby County, OH",72498
39151,OH,"Stark County, OH",64557
39153,OH,"Summit County, OH",66034
39155,OH,"Trumbull County, OH",54406
39157,OH,"Tuscarawas County, OH",59626
39159,OH,"Union County, OH",104512
39161,OH,"Van Wert County, OH",59377
39163,OH,"Vinton County, OH",51015
39165,OH,"Warren County, OH",104523
39167,OH,"Washington County, OH",59196
39169,OH,"Wayne County, OH",70121
